采集时间,水温,pH,溶解氧,电导率,浊度,高锰酸盐指数,氨氮,总磷,总氮
2019-06-17 04:00:00,17.46,8.134,7.652,227.51,2.565,0.97,0.0,0.012,0.245
2019-06-17 08:00:00,17.295,8.075,7.194,227.673,2.572,1.05,0.03,0.012,0.256
2019-06-17 12:00:00,17.56,8.124,7.36,227.608,2.466,1.04,0.21,0.01,0.258
2019-06-17 16:00:00,17.971,8.273,8.443,224.369,2.602,0.83,0.19,0.011,0.272
2019-06-17 20:00:00,17.891,8.3,8.869,224.333,3.43,1.03,0.09,0.012,0.241
2019-06-19 00:00:00,18.171,8.211,7.71,225.537,2.429,1.1,0.0,0.011,0.22
2019-06-19 04:00:00,17.912,8.183,7.82,226.93,2.207,1.18,0.1,0.011,0.229
2019-06-19 08:00:00,17.756,8.114,7.009,229.137,1.906,1.07,0.08,0.011,0.198
2019-06-19 12:00:00,18.014,8.113,6.988,229.359,2.0,0.99,0.11,0.013,0.244
2019-06-19 16:00:00,18.294,8.17,7.364,226.93,2.409,0.7,0.17,0.011,0.241
2019-06-19 20:00:00,18.292,8.172,7.778,226.702,2.288,1.32,0.11,0.013,0.238
2019-06-20 00:00:00,17.822,8.196,7.803,225.112,2.15,1.03,0.18,0.013,0.226
2019-06-20 04:00:00,17.712,8.228,7.93,226.159,2.176,0.0,0.15,0.011,0.22
2019-06-20 08:00:00,17.716,8.217,7.341,228.713,1.635,0.72,0.13,0.011,0.219
2019-06-20 12:00:00,18.05,8.257,7.479,228.685,1.863,0.99,0.13,0.011,0.236
2019-06-20 16:00:00,18.642,8.251,7.639,228.14,2.846,1.11,0.08,0.014,0.189
2019-06-20 20:00:00,18.665,8.143,7.663,226.06,3.011,1.15,0.07,0.016,0.224
2019-06-21 00:00:00,18.236,8.188,7.498,227.578,2.28,0.64,0.13,0.012,0.221
2019-06-21 04:00:00,18.071,8.229,7.197,228.273,2.224,1.33,0.11,0.012,0.209
2019-06-21 08:00:00,17.897,8.24,7.164,228.762,2.008,0.0,0.15,0.011,0.214
2019-06-21 12:00:00,18.159,8.221,6.995,227.965,2.211,1.05,0.11,0.012,0.235
2019-06-21 16:00:00,18.809,8.315,7.625,224.943,2.664,0.64,0.12,0.013,0.2
2019-06-21 20:00:00,19.239,8.166,6.908,228.231,2.789,1.02,0.0,0.014,0.201
2019-06-24 00:00:00,18.835,8.343,8.347,223.123,2.273,0.96,0.03,0.013,0.188
2019-06-24 04:00:00,18.675,8.25,7.548,225.21,2.305,1.12,0.12,0.013,0.202
2019-06-24 08:00:00,18.57,8.121,6.671,229.169,2.011,1.05,0.19,0.012,0.243
2019-06-24 12:00:00,18.748,8.007,5.826,231.448,1.771,0.88,0.15,0.013,0.253
2019-06-24 16:00:00,18.976,8.048,6.403,228.554,1.84,1.13,0.08,0.008,0.243
2019-06-24 20:00:00,18.855,8.134,6.862,228.345,1.924,1.18,0.0,0.013,0.23
2019-06-25 00:00:00,18.903,8.201,6.762,227.669,2.007,1.12,0.14,0.011,0.241
2019-06-25 04:00:00,18.818,8.171,6.23,229.227,1.949,1.07,0.14,0.011,0.209
2019-06-25 08:00:00,18.478,8.117,5.963,228.542,1.753,1.02,0.18,0.012,0.224
2019-06-25 12:00:00,18.448,8.098,5.817,229.153,1.784,0.83,0.17,0.012,0.228
2019-06-25 16:00:00,18.672,8.149,6.519,227.445,1.932,1.12,0.13,0.012,0.243
2019-06-25 20:00:00,18.544,8.269,7.142,225.744,1.634,1.06,0.07,0.012,0.227
2019-06-27 00:00:00,18.256,8.275,7.053,226.946,1.884,1.06,0.14,0.012,0.248
2019-06-27 04:00:00,18.286,8.272,6.552,229.775,2.058,0.8,0.02,0.012,0.214
2019-06-27 08:00:00,18.187,8.225,6.413,229.661,1.803,1.2,0.14,0.013,0.24
2019-06-27 12:00:00,18.484,8.23,6.265,228.913,1.884,0.92,0.13,0.012,0.221
2019-06-27 16:00:00,18.93,8.309,6.899,226.358,2.168,1.13,0.14,0.012,0.236
2019-06-27 20:00:00,19.126,8.339,7.314,224.205,2.539,1.23,0.09,0.014,0.245
2019-06-28 00:00:00,18.765,8.354,7.433,225.548,2.256,0.99,0.16,0.012,0.23
2019-06-28 04:00:00,18.629,8.319,6.7,228.352,1.996,1.02,0.16,0.013,0.233
2019-06-28 08:00:00,18.512,8.282,6.472,229.241,1.986,0.71,0.05,0.012,0.221
2019-06-28 12:00:00,18.729,8.292,6.66,228.217,1.944,1.15,0.1,0.013,0.234
2019-06-28 16:00:00,19.134,8.381,7.17,225.381,2.198,1.03,0.15,0.01,0.24
2019-06-28 20:00:00,19.498,8.454,7.771,224.209,2.477,1.02,0.16,0.017,0.209
2019-06-30 00:00:00,18.352,8.346,7.915,224.174,14.453,1.26,0.17,0.036,0.0
2019-06-30 04:00:00,18.178,8.305,7.014,227.502,7.287,1.1,0.1,0.018,0.044
2019-06-30 08:00:00,17.714,8.21,6.5,231.714,2.715,1.05,0.14,0.014,0.18
2019-06-30 12:00:00,17.956,8.255,6.321,231.264,2.245,1.1,0.15,0.015,0.272
2019-06-30 16:00:00,18.023,8.306,6.424,230.454,2.084,0.0,0.12,0.013,0.289
2019-06-30 20:00:00,18.016,8.366,6.82,229.319,2.05,0.94,0.11,0.017,0.283
2019-07-01 00:00:00,17.918,8.388,6.773,230.343,1.958,0.92,0.13,0.015,0.242
2019-07-01 04:00:00,17.809,8.373,6.41,231.267,1.805,0.9,0.07,0.014,0.283
2019-07-01 08:00:00,17.703,8.362,6.256,231.769,1.725,0.0,0.09,0.017,0.272
2019-07-01 12:00:00,17.733,8.347,6.465,230.966,1.763,1.14,0.08,0.016,0.278
2019-07-01 16:00:00,17.824,8.455,7.118,228.297,1.765,1.01,0.11,0.012,0.258
2019-07-01 20:00:00,17.836,8.507,7.243,227.499,1.809,1.05,0.11,0.017,0.275
2019-07-02 00:00:00,17.758,8.475,7.207,228.722,1.93,1.1,0.12,0.015,0.254
2019-07-02 04:00:00,17.641,8.431,6.836,229.762,1.927,1.18,0.1,0.015,0.255
2019-07-02 08:00:00,17.555,8.366,6.394,231.407,1.811,0.66,0.12,0.012,0.276
2019-07-02 12:00:00,17.805,8.374,6.594,229.899,1.526,0.98,0.08,0.015,0.251
2019-07-02 16:00:00,18.186,8.464,7.522,226.638,2.05,0.9,0.16,0.014,0.27
2019-07-02 20:00:00,18.109,8.511,7.778,224.976,2.225,1.01,0.12,0.019,0.275
2019-07-03 00:00:00,17.896,8.456,7.854,226.926,2.069,0.8,0.15,0.013,0.286
2019-07-03 04:00:00,17.767,8.35,6.767,228.96,1.806,1.18,0.12,0.013,0.277
2019-07-03 08:00:00,17.664,8.285,6.515,229.147,1.741,1.02,0.15,0.012,0.271
2019-07-03 12:00:00,17.826,8.311,6.711,228.57,1.66,0.71,0.1,0.012,0.271
2019-07-03 16:00:00,18.014,8.391,7.31,226.666,2.028,1.1,0.11,0.013,0.271
2019-07-03 20:00:00,17.879,8.453,7.593,225.212,2.161,0.98,0.15,0.013,0.264
2019-07-05 00:00:00,17.368,8.259,7.485,226.773,3.715,1.14,0.1,0.014,0.302
2019-07-05 04:00:00,17.2,8.235,7.045,227.741,3.611,0.93,0.08,0.019,0.185
2019-07-05 08:00:00,17.099,8.248,6.851,227.402,3.311,0.91,0.12,0.016,0.273
2019-07-05 12:00:00,17.162,8.253,7.38,227.135,2.278,0.93,0.1,0.012,0.398
2019-07-05 16:00:00,17.273,8.296,7.64,226.298,2.209,1.25,0.12,0.014,0.332
2019-07-05 20:00:00,17.253,8.346,7.508,225.711,2.121,1.01,0.15,0.014,0.277
2019-07-06 00:00:00,17.177,8.329,7.494,226.342,1.97,0.0,0.13,0.013,0.308
2019-07-06 04:00:00,17.076,8.261,6.78,228.553,2.382,1.02,0.1,0.014,0.263
2019-07-06 08:00:00,16.966,8.188,6.764,230.221,2.529,0.89,0.12,0.012,0.259
2019-07-06 12:00:00,16.976,8.193,6.766,229.171,2.417,1.01,0.08,0.013,0.314
2019-07-06 16:00:00,17.244,8.252,7.272,227.305,2.681,1.12,0.11,0.015,0.343
2019-07-06 20:00:00,17.215,8.312,7.641,225.904,2.599,1.0,0.1,0.013,0.278
2019-07-07 00:00:00,17.154,8.347,7.638,226.132,2.185,0.67,0.12,0.013,0.305
2019-07-07 04:00:00,17.094,8.31,7.183,228.409,1.712,1.19,0.13,0.012,0.288
2019-07-07 08:00:00,17.066,8.297,7.013,229.159,1.646,0.97,0.1,0.014,0.305
2019-07-07 12:00:00,17.227,8.286,6.77,228.084,1.928,0.86,0.14,0.012,0.287
2019-07-07 16:00:00,17.501,8.302,7.519,225.886,2.181,0.66,0.15,0.013,0.311
2019-07-07 20:00:00,17.875,8.351,7.739,225.794,2.35,0.95,0.11,0.012,0.318
2019-07-11 00:00:00,17.199,8.385,8.13,220.091,2.184,1.23,0.12,0.013,0.311
2019-07-11 04:00:00,17.098,8.321,7.805,221.921,2.179,0.97,0.14,0.013,0.299
2019-07-11 08:00:00,17.027,8.27,7.019,223.921,1.934,0.84,0.11,0.013,0.319
2019-07-11 12:00:00,17.133,8.282,7.399,222.956,1.896,0.95,0.12,0.011,0.307
2019-07-11 16:00:00,17.324,8.372,7.845,221.031,2.188,0.92,0.09,0.012,0.321
2019-07-11 20:00:00,17.368,8.414,8.149,221.076,2.282,0.95,0.12,0.012,0.393
2019-07-12 00:00:00,17.279,8.373,7.619,222.339,2.195,0.89,0.1,0.012,0.312
2019-07-12 04:00:00,17.263,8.34,7.607,224.778,2.086,0.85,0.1,0.013,0.314
2019-07-12 08:00:00,17.216,8.305,7.399,226.018,2.003,0.0,0.11,0.012,0.312
2019-07-12 12:00:00,17.336,8.278,7.048,224.734,2.042,1.06,0.13,0.011,0.311
2019-07-12 16:00:00,17.474,8.308,7.405,223.396,2.186,0.0,0.12,0.012,0.281
2019-07-12 20:00:00,17.411,8.361,7.702,222.351,2.396,0.89,0.12,0.013,0.302
2019-07-13 00:00:00,17.36,8.337,7.805,222.619,1.95,0.89,0.13,0.012,0.284
2019-07-13 04:00:00,17.316,8.307,7.573,223.813,1.392,0.9,0.11,0.013,0.313
2019-07-13 08:00:00,17.239,8.279,7.193,225.055,1.78,0.9,0.08,0.013,0.306
2019-07-13 12:00:00,17.368,8.268,7.471,224.352,1.897,0.89,0.09,0.011,0.317
2019-07-13 16:00:00,17.461,8.309,7.897,222.884,2.339,1.15,0.07,0.011,0.314
2019-07-13 20:00:00,17.357,8.191,8.338,220.209,2.201,0.92,0.06,0.011,0.314
2019-07-14 00:00:00,17.256,8.186,8.346,221.225,2.034,0.92,0.12,0.012,0.312
2019-07-14 04:00:00,17.173,8.15,7.783,223.662,2.088,1.04,0.07,0.012,0.319
2019-07-14 08:00:00,17.138,8.124,7.267,225.511,1.991,0.95,0.13,0.011,0.311
2019-07-14 12:00:00,17.317,8.115,7.244,225.427,1.847,1.0,0.11,0.011,0.315
2019-07-14 16:00:00,17.596,8.143,7.769,223.187,2.193,0.99,0.13,0.012,0.297
2019-07-14 20:00:00,17.409,8.181,8.325,220.632,2.322,0.94,0.14,0.012,0.31
2019-07-15 00:00:00,17.384,8.174,8.371,221.408,2.437,0.95,0.08,0.012,0.313
2019-07-15 04:00:00,17.349,8.132,7.674,224.188,2.242,1.04,0.16,0.012,0.279
2019-07-15 08:00:00,17.267,8.108,7.316,225.531,1.916,0.84,0.08,0.012,0.303
2019-07-15 12:00:00,17.444,8.096,7.326,224.938,2.11,0.73,0.11,0.011,0.308
2019-07-15 16:00:00,17.645,8.124,7.664,223.337,2.134,1.25,0.0,0.012,0.305
2019-07-15 20:00:00,17.466,8.144,8.538,219.697,2.418,0.95,0.15,0.011,0.395
2019-07-16 00:00:00,17.3,8.141,8.414,221.949,2.379,0.94,0.0,0.011,0.346
2019-07-16 04:00:00,17.202,8.082,7.53,223.999,2.165,0.87,0.14,0.012,0.327
2019-07-16 08:00:00,17.151,8.083,7.165,225.518,1.99,0.94,0.13,0.011,0.302
2019-07-16 12:00:00,17.343,8.102,7.63,224.603,2.26,1.11,0.13,0.012,0.309
2019-07-16 16:00:00,17.545,8.151,8.089,222.901,2.933,0.95,0.16,0.012,0.289
2019-07-16 20:00:00,17.702,8.134,8.13,221.397,2.634,0.88,0.11,0.012,0.292
2019-07-18 00:00:00,18.097,8.171,7.756,222.506,1.464,0.89,0.16,0.013,0.331
2019-07-18 04:00:00,17.902,8.146,7.75,222.567,2.026,1.1,0.16,0.011,0.294
2019-07-18 08:00:00,17.744,8.107,7.436,222.797,1.955,0.93,0.16,0.01,0.302
2019-07-18 12:00:00,17.894,8.055,7.272,223.519,1.924,0.94,0.16,0.012,0.325
2019-07-18 16:00:00,18.226,8.082,7.4,221.425,2.012,0.96,0.15,0.01,0.313
2019-07-18 20:00:00,18.747,8.148,8.051,220.009,2.381,0.77,0.17,0.011,0.298
2019-07-20 00:00:00,18.032,8.012,7.217,223.547,10.137,0.77,0.17,0.027,0.0
2019-07-20 04:00:00,17.964,7.96,6.839,226.175,10.596,1.32,0.16,0.026,0.0
2019-07-20 08:00:00,17.79,7.923,6.729,224.817,6.039,0.94,0.1,0.017,0.182
2019-07-20 12:00:00,17.959,7.978,6.709,225.192,3.754,0.64,0.11,0.013,0.24
2019-07-20 16:00:00,17.906,8.182,7.812,222.659,2.936,1.04,0.04,0.011,0.263
2019-07-20 20:00:00,17.876,8.154,7.858,221.881,2.939,0.0,0.14,0.012,0.266
2019-07-21 00:00:00,17.794,8.129,7.652,222.519,2.689,0.0,0.18,0.01,0.312
2019-07-21 04:00:00,17.711,8.088,7.181,225.657,2.365,0.0,0.13,0.013,0.304
2019-07-21 08:00:00,17.647,8.078,6.971,226.741,2.193,0.0,0.12,0.013,0.294
2019-07-21 12:00:00,17.856,8.082,7.292,226.491,2.205,0.0,0.1,0.012,0.286
2019-07-21 16:00:00,18.177,8.128,7.173,223.549,2.268,0.98,0.13,0.012,0.281
2019-07-21 20:00:00,17.958,8.144,7.981,221.236,2.542,0.86,0.16,0.012,0.309
2019-07-22 00:00:00,17.795,8.107,7.682,221.934,2.405,0.85,0.16,0.011,0.27
2019-07-22 04:00:00,17.697,8.075,7.439,223.57,2.239,0.93,0.17,0.011,0.284
2019-07-22 08:00:00,17.692,8.098,6.968,225.204,2.11,0.87,0.13,0.01,0.284
2019-07-22 12:00:00,17.807,8.098,6.936,225.34,2.033,0.88,0.09,0.013,0.35
2019-07-22 16:00:00,17.864,8.126,7.264,223.858,1.8,0.88,0.16,0.011,0.301
2019-07-22 20:00:00,17.802,8.148,7.66,222.316,1.961,0.91,0.14,0.013,0.281
2019-07-23 00:00:00,17.726,8.131,7.438,222.926,2.101,0.8,0.13,0.014,0.304
2019-07-23 04:00:00,17.673,8.058,6.837,225.904,2.037,0.78,0.12,0.013,0.286
2019-07-23 08:00:00,17.573,8.021,6.481,227.148,1.981,0.81,0.13,0.011,0.304
2019-07-23 12:00:00,17.674,8.049,6.941,224.544,2.006,0.9,0.13,0.012,0.316
2019-07-23 16:00:00,17.755,8.142,7.446,221.988,2.342,0.77,0.12,0.012,0.298
2019-07-23 20:00:00,17.729,8.159,8.003,219.944,2.783,1.19,0.0,0.012,0.551
2019-07-24 00:00:00,17.669,7.971,7.851,221.228,3.632,0.8,0.13,0.012,0.456
2019-07-24 04:00:00,17.561,7.916,7.353,222.251,3.164,1.22,0.13,0.011,0.489
2019-07-24 08:00:00,17.471,7.901,7.03,222.602,2.667,1.19,0.16,0.013,0.409
2019-07-24 12:00:00,17.561,7.926,7.084,222.701,2.331,0.95,0.12,0.012,0.432
2019-07-24 16:00:00,17.767,7.949,7.046,223.365,2.396,0.03,0.11,0.011,0.345
2019-07-24 20:00:00,17.815,8.0,7.159,223.26,2.426,2.08,0.13,0.01,0.334
2019-07-26 00:00:00,17.705,7.982,7.19,222.18,3.405,1.44,0.11,0.013,0.267
2019-07-26 04:00:00,17.597,7.911,7.02,224.619,4.156,1.44,0.06,0.014,0.217
2019-07-26 08:00:00,17.522,7.896,6.772,225.317,3.418,1.87,0.08,0.014,0.292
2019-07-26 12:00:00,17.605,7.945,7.003,224.43,2.747,1.48,0.05,0.011,0.265
2019-07-26 16:00:00,17.748,7.987,7.182,223.039,3.203,1.56,0.1,0.013,0.277
2019-07-26 20:00:00,17.761,8.035,7.437,221.486,2.73,1.41,0.12,0.013,0.277
2019-07-27 00:00:00,17.696,8.043,7.549,220.381,3.171,1.44,0.13,0.011,0.288
2019-07-27 04:00:00,17.588,7.935,6.981,223.06,3.138,1.36,0.07,0.012,0.284
2019-07-27 08:00:00,17.472,7.875,6.667,225.043,2.969,0.0,0.12,0.011,0.271
2019-07-27 12:00:00,17.653,7.938,6.923,224.585,1.877,0.0,0.12,0.01,0.303
2019-07-27 16:00:00,18.085,8.033,7.411,222.928,2.468,0.0,0.05,0.009,0.342
2019-07-27 20:00:00,18.463,8.061,7.382,223.195,3.282,0.0,0.09,0.012,0.253
2019-07-28 00:00:00,18.439,8.01,7.018,224.852,3.278,0.0,0.12,0.012,0.288
2019-07-28 04:00:00,18.166,7.96,7.018,223.964,3.192,0.0,0.12,0.013,0.278
2019-07-28 08:00:00,17.989,7.947,6.821,224.609,3.282,1.36,0.1,0.011,0.312
2019-07-28 12:00:00,18.095,7.902,6.747,225.775,3.205,0.0,0.11,0.011,0.27
2019-07-28 16:00:00,18.228,7.912,7.22,223.131,2.847,1.79,0.1,0.013,0.269
2019-07-28 20:00:00,18.046,7.938,7.695,220.299,3.524,1.56,0.12,0.012,0.26
2019-07-29 00:00:00,17.926,7.954,7.736,219.508,3.54,1.52,0.1,0.012,0.274
2019-07-29 04:00:00,17.892,7.943,7.553,220.109,3.254,1.41,0.1,0.011,0.256
2019-07-29 08:00:00,17.889,7.921,7.113,223.396,2.982,1.44,0.09,0.013,0.278
2019-07-29 12:00:00,17.834,7.851,6.786,223.355,2.825,1.48,0.1,0.012,0.279
2019-07-29 16:00:00,17.815,7.826,7.077,221.101,2.879,1.42,0.08,0.011,0.285
2019-07-29 20:00:00,17.737,7.879,7.326,219.639,2.934,0.67,0.1,0.013,0.266
2019-07-30 00:00:00,17.641,7.86,7.242,220.403,2.878,1.4,0.12,0.013,0.26
2019-07-30 04:00:00,17.51,7.83,6.961,222.666,2.855,1.4,0.1,0.012,0.287
2019-07-30 08:00:00,17.437,7.85,6.779,223.474,2.905,1.47,0.07,0.013,0.289
2019-07-30 12:00:00,17.526,7.882,7.012,223.046,2.431,1.33,0.09,0.013,0.343
2019-07-30 16:00:00,17.713,7.995,7.591,221.276,2.628,1.5,0.09,0.011,0.325
2019-07-30 20:00:00,17.621,8.096,7.933,219.727,2.782,1.4,0.08,0.011,0.336
2019-08-01 00:00:00,17.594,8.096,7.663,220.106,8.229,1.56,0.08,0.027,0.0
2019-08-01 04:00:00,17.524,8.02,7.353,222.761,7.38,1.42,0.1,0.02,0.005
2019-08-01 08:00:00,17.416,7.975,7.112,224.283,3.918,1.41,0.08,0.014,0.219
2019-08-01 12:00:00,17.477,7.976,7.46,223.149,3.546,1.42,0.1,0.013,0.237
2019-08-01 16:00:00,17.686,8.06,8.028,220.904,3.241,1.32,0.11,0.013,0.227
2019-08-01 20:00:00,17.846,8.058,8.18,219.572,3.313,0.72,0.11,0.013,0.243
2019-08-02 00:00:00,17.765,8.091,7.843,220.086,2.705,0.32,0.1,0.014,0.36
2019-08-02 04:00:00,17.651,8.024,7.321,222.047,2.964,0.0,0.1,0.013,0.228
2019-08-02 08:00:00,17.529,7.938,6.84,224.104,3.712,0.47,0.07,0.015,0.207
2019-08-02 12:00:00,17.633,7.949,7.169,222.868,2.743,1.24,0.09,0.015,0.254
2019-08-02 16:00:00,17.951,8.032,7.801,221.03,2.826,1.57,0.1,0.013,0.258
2019-08-02 20:00:00,17.977,8.041,7.82,220.546,2.682,1.5,0.1,0.013,0.266
2019-08-03 00:00:00,17.893,8.016,7.418,221.631,2.394,1.5,0.11,0.013,0.256
2019-08-03 04:00:00,17.845,7.963,7.004,222.838,2.82,1.56,0.1,0.012,0.293
2019-08-03 08:00:00,17.743,7.848,6.546,224.205,2.725,1.44,0.11,0.012,0.354
2019-08-03 12:00:00,17.752,7.811,6.656,223.606,2.599,1.5,0.13,0.011,0.281
2019-08-03 16:00:00,17.789,7.881,6.988,222.228,2.972,1.53,0.12,0.013,0.304
2019-08-03 20:00:00,17.648,7.925,7.352,221.802,2.813,1.48,0.11,0.012,0.273
2019-08-04 00:00:00,17.524,7.942,7.202,222.693,2.537,1.37,0.09,0.011,0.314
2019-08-04 04:00:00,17.391,7.844,6.537,225.873,2.583,1.33,0.08,0.012,0.338
2019-08-04 08:00:00,17.317,7.81,6.194,226.892,2.463,1.56,0.09,0.012,0.256
2019-08-04 12:00:00,17.414,7.837,6.641,225.182,2.642,1.53,0.0,0.012,0.265
2019-08-04 16:00:00,17.561,7.929,7.204,222.912,3.322,1.47,0.1,0.011,0.258
2019-08-04 20:00:00,17.586,8.047,7.725,220.716,2.878,0.88,0.03,0.013,0.263
2019-08-06 00:00:00,19.774,8.082,7.371,222.398,2.284,1.47,0.07,0.012,0.25
2019-08-06 04:00:00,19.654,8.015,6.995,223.6,1.24,1.36,0.08,0.011,0.308
2019-08-06 08:00:00,19.567,7.978,6.743,224.434,2.02,1.41,0.09,0.012,0.264
2019-08-06 12:00:00,19.778,7.992,7.082,223.632,1.95,1.81,0.09,0.012,0.263
2019-08-06 16:00:00,19.906,8.142,7.487,221.615,2.083,2.25,0.06,0.012,0.3
2019-08-06 20:00:00,20.005,8.204,7.729,220.973,2.21,1.89,0.06,0.012,0.291
2019-08-07 00:00:00,19.973,8.223,7.317,222.7,2.087,1.95,0.08,0.009,0.4
2019-08-07 04:00:00,19.809,8.178,6.974,222.9,3.282,1.28,0.06,0.014,0.258
2019-08-07 08:00:00,19.664,8.113,6.59,222.85,3.477,1.36,0.05,0.014,0.182
2019-08-07 12:00:00,19.775,8.114,6.832,222.643,2.685,1.23,0.08,0.012,0.293
2019-08-07 16:00:00,19.948,8.217,7.68,220.037,2.156,1.24,0.05,0.011,0.327
2019-08-07 20:00:00,19.887,8.282,7.875,219.188,2.698,1.23,0.03,0.013,0.233
2019-08-08 00:00:00,19.798,8.246,7.734,220.424,3.043,1.32,0.03,0.012,0.291
2019-08-08 04:00:00,19.713,8.21,7.222,221.845,2.54,1.3,0.06,0.012,0.333
2019-08-08 08:00:00,19.589,8.134,7.009,223.232,2.166,1.29,0.0,0.011,0.261
2019-08-08 12:00:00,19.628,8.085,6.719,223.849,2.143,1.59,0.05,0.012,0.276
2019-08-08 16:00:00,19.973,8.151,7.268,221.341,2.168,1.97,0.08,0.011,0.304
2019-08-08 20:00:00,20.017,8.26,7.697,219.241,2.39,1.92,0.06,0.012,0.281
2019-08-09 00:00:00,19.922,8.269,7.542,219.822,2.285,1.25,0.08,0.011,0.31
2019-08-09 04:00:00,19.764,8.25,7.363,217.617,9.912,1.32,0.06,0.029,0.0
2019-08-09 08:00:00,19.697,8.222,6.853,218.758,6.79,1.62,0.0,0.016,0.19
2019-08-09 12:00:00,19.766,8.199,6.505,220.521,3.879,1.28,0.05,0.014,0.183
2019-08-09 16:00:00,20.007,8.19,6.522,219.945,3.039,1.95,0.04,0.013,0.265
2019-08-09 20:00:00,19.869,8.234,6.568,219.104,2.501,1.93,0.03,0.013,0.272
2019-08-15 00:00:00,19.889,8.297,6.947,217.796,2.05,1.96,0.05,0.012,0.329
2019-08-15 04:00:00,19.814,8.272,7.25,219.176,1.941,1.43,0.05,0.014,0.282
2019-08-15 08:00:00,19.707,8.182,6.858,221.227,1.89,1.47,0.04,0.012,0.303
2019-08-15 12:00:00,19.841,8.186,6.229,220.65,1.972,1.63,0.0,0.011,0.31
2019-08-15 16:00:00,20.005,8.286,6.332,218.765,1.409,1.39,0.08,0.012,0.276
2019-08-15 20:00:00,19.926,8.365,6.735,216.105,2.048,1.91,0.06,0.01,0.309
2019-08-16 00:00:00,19.795,8.394,7.632,216.493,2.041,1.94,0.05,0.013,0.379
2019-08-16 04:00:00,19.643,8.328,7.505,217.559,1.884,1.9,0.06,0.011,0.295
2019-08-16 08:00:00,19.52,8.315,7.312,217.917,2.076,1.88,0.07,0.012,0.269
2019-08-16 12:00:00,19.696,8.33,6.982,218.796,2.047,1.79,0.05,0.012,0.336
2019-08-16 16:00:00,20.063,8.328,7.007,218.949,2.74,1.24,0.08,0.014,0.324
2019-08-16 20:00:00,20.094,8.358,6.374,218.611,2.037,1.8,0.05,0.009,0.272
2019-08-20 00:00:00,20.091,8.4,7.656,219.474,1.833,1.71,0.02,0.011,0.35
2019-08-20 04:00:00,20.061,8.375,7.107,220.542,1.864,1.74,0.05,0.011,0.287
2019-08-20 08:00:00,19.952,8.334,6.609,220.467,1.53,1.68,0.03,0.011,0.291
2019-08-20 12:00:00,19.979,8.317,6.563,220.183,1.248,1.78,0.01,0.012,0.289
2019-08-20 16:00:00,20.089,8.339,6.688,219.435,1.823,1.61,0.08,0.013,0.301
2019-08-20 20:00:00,20.033,8.409,7.316,217.214,1.859,1.76,0.07,0.013,0.295
2019-08-21 00:00:00,19.949,8.44,8.153,217.308,1.572,0.61,0.05,0.012,0.346
2019-08-21 04:00:00,19.874,8.411,7.952,219.015,1.836,1.82,0.06,0.011,0.308
2019-08-21 08:00:00,19.804,8.406,7.629,219.555,1.659,1.71,0.03,0.011,0.307
2019-08-21 12:00:00,19.894,8.398,7.551,219.271,1.695,1.78,0.05,0.011,0.324
2019-08-21 16:00:00,20.137,8.436,7.635,217.587,1.881,1.76,0.06,0.014,0.288
2019-08-21 20:00:00,20.128,8.489,8.471,216.354,1.999,1.83,0.04,0.012,0.359
2019-08-22 00:00:00,20.099,8.487,8.685,216.342,1.906,0.61,0.02,0.013,0.297
2019-08-22 04:00:00,20.031,8.479,8.662,216.916,1.844,1.76,0.02,0.012,0.282
2019-08-22 08:00:00,19.967,8.452,8.127,218.878,1.845,1.77,0.05,0.011,0.281
2019-08-22 12:00:00,19.967,8.444,7.592,219.324,1.755,1.79,0.07,0.012,0.274
2019-08-22 16:00:00,19.993,8.481,7.552,218.568,1.832,0.61,0.04,0.012,0.29
2019-08-22 20:00:00,19.98,8.511,8.002,218.177,1.634,1.3,0.04,0.011,0.307
2019-08-24 00:00:00,19.888,8.53,8.019,218.916,1.676,1.73,0.05,0.011,0.32
2019-08-24 04:00:00,19.806,8.5,8.133,219.532,1.644,1.75,0.06,0.01,0.312
2019-08-24 08:00:00,19.707,8.481,7.925,219.991,1.609,1.84,0.02,0.011,0.325
2019-08-24 12:00:00,19.893,8.473,7.975,220.531,1.587,1.78,0.01,0.011,0.252
2019-08-24 16:00:00,20.231,8.472,8.666,220.252,2.65,1.26,0.07,0.011,0.263
2019-08-24 20:00:00,20.184,8.463,8.584,219.752,2.431,1.7,0.04,0.013,0.307
2019-08-31 00:00:00,19.974,8.036,7.904,218.592,1.465,1.56,0.09,0.012,0.256
2019-08-31 04:00:00,19.869,7.97,7.119,221.302,1.373,1.56,0.08,0.01,0.259
2019-08-31 08:00:00,19.77,7.93,6.782,222.021,1.397,1.68,0.09,0.015,0.237
2019-08-31 12:00:00,19.731,7.939,6.776,222.476,1.382,1.62,0.09,0.012,0.235
2019-08-31 16:00:00,19.732,7.982,7.059,222.266,1.489,1.71,0.08,0.012,0.255
2019-08-31 20:00:00,19.701,8.022,7.223,222.27,1.509,1.44,0.0,0.011,0.224
2019-09-01 00:00:00,19.611,8.05,7.235,221.806,1.438,1.44,0.05,0.011,0.242
2019-09-01 04:00:00,19.559,8.039,6.94,222.592,1.432,1.6,0.06,0.011,0.242
2019-09-01 08:00:00,19.51,8.0,6.822,223.561,1.388,1.49,0.07,0.011,0.242
